project_id,plotid,year,day,landuse,landcover,change_process
28,465,1984,199,Forest,Treed,
28,465,2018,197,Forest,Treed,Stable
28,466,1984,199,Other,Non-treed,
28,466,2018,196,Other,Non-treed,Stable
28,467,1984,215,Other,Non-treed,
28,467,2018,203,Other,Non-treed,Stable
28,468,1984,199,Other,Non-treed,
28,468,2018,196,Other,Non-treed,Stable
28,469,1984,222,Other,Non-treed,
28,469,2018,219,Other,Non-treed,Stable
28,470,1984,199,Forest,Treed,
28,470,2018,196,Forest,Treed,Stable
28,471,1984,222,Forest,Treed,
28,471,2018,203,Forest,Treed,Stable
28,472,1984,222,Other,Non-treed,
28,472,2018,203,Other,Non-treed,Stable
28,473,1984,199,Forest,Non-treed,
28,473,1996,200,Forest,Treed,Stable
28,473,2006,203,Forest,Treed,Regrowth
28,473,2018,196,Forest,Treed,Stable
28,474,1984,222,Forest,Treed,
28,474,2018,187,Forest,Treed,Stable
28,475,1984,197,Forest,Treed,
28,475,2007,203,Forest,Treed,Stable
28,475,2008,191,Forest,Non-treed,Unknown canopy disturbance
28,475,2014,198,Forest,Treed,Regrowth
28,475,2018,201,Forest,Treed,Stable
28,476,1984,222,Forest,Non-treed,
28,476,1999,199,Forest,Treed,Regrowth
28,476,2018,203,Forest,Treed,Stable
28,477,1984,222,Forest,Treed,
28,477,2018,203,Forest,Treed,Stable
28,478,1984,197,Forest,Treed,
28,478,2018,202,Forest,Treed,Stable
28,479,1984,197,Other,Non-treed,
28,479,2018,201,Other,Non-treed,Stable
28,480,1984,215,Forest,Treed,
28,480,2018,203,Forest,Treed,Stable
28,481,1984,222,Other,Non-treed,
28,481,2018,195,Other,Non-treed,Stable
28,482,1984,215,Other,Non-treed,
28,482,2018,203,Other,Non-treed,Stable
28,483,1984,197,Forest,Treed,
28,483,2018,210,Forest,Treed,Stable
28,484,1984,222,Forest,Treed,
28,484,2018,203,Forest,Treed,Stable
28,485,1984,197,Other,Non-treed,
28,485,2018,202,Other,Non-treed,Stable
28,486,1984,183,Forest,Treed,
28,486,2018,203,Forest,Treed,Stable
28,487,1984,222,Forest,Treed,
28,487,2018,203,Forest,Treed,Stable
28,488,1984,197,Other,Non-treed,
28,488,2018,202,Other,Non-treed,Stable
28,489,1984,215,Forest,Non-treed,
28,489,2009,202,Forest,Treed,Stable
28,489,2018,203,Forest,Treed,Regrowth
28,490,1984,215,Forest,Treed,
28,490,2018,196,Forest,Treed,Stable
28,491,1984,215,Other,Non-treed,
28,491,2018,196,Other,Non-treed,Stable
28,492,1984,215,Forest,Treed,
28,492,2018,196,Forest,Treed,Stable
28,493,1984,222,Forest,Treed,
28,493,2018,219,Forest,Treed,Stable
28,494,1984,222,Other,Non-treed,
28,494,2018,203,Other,Non-treed,Stable
28,495,1984,215,Other,Non-treed,
28,495,2018,203,Other,Non-treed,Stable
28,496,1984,199,Forest,Treed,
28,496,2018,196,Forest,Treed,Stable
28,497,1984,222,Forest,Treed,
28,497,2018,212,Forest,Treed,Stable
28,498,1984,215,Forest,Treed,
28,498,2018,220,Forest,Treed,Stable
28,499,1984,199,Forest,Non-treed,
28,499,1996,200,Forest,Treed,Stable
28,499,2007,190,Forest,Treed,Regrowth
28,499,2018,196,Forest,Treed,Stable
28,500,1984,197,Other,Non-treed,
28,500,2018,202,Other,Non-treed,Stable
28,103,1984,183,Forest,Treed,
28,103,2018,196,Forest,Treed,Stable
28,140,1984,197,Forest,Treed,
28,140,2018,202,Forest,Treed,Stable
28,185,1984,197,Forest,Treed,
28,185,2018,203,Forest,Treed,Stable
28,209,1984,199,Forest,Treed,
28,209,2018,196,Forest,Treed,Stable
